name,category,author,price,img_paths
David Attenborough Life Stories,Natural-History,Sir David Attenborough,14.16,dataset/Natural-History/0000569.jpg
Wonderful Life,Natural-History,Stephen Jay Gould,13.6,dataset/Natural-History/0000570.jpg
The Forest Unseen,Natural-History,David George Haskell,14.49,dataset/Natural-History/0000571.jpg
A Member of the Family,Natural-History,Cesar Millan,9.83,dataset/Natural-History/0000572.jpg
Birds of New Guinea,Natural-History,Thane K. Pratt,34.39,dataset/Natural-History/0000573.jpg
The Astronomy Book,Natural-History,DK,23.57,dataset/Natural-History/0000574.jpg
In Bloom,Natural-History,Clare Nolan,25.0,dataset/Natural-History/0000575.jpg
Cesar Millan's Short Guide to a Happy Dog,Natural-History,Cesar Millan,9.28,dataset/Natural-History/0000576.jpg
Dog Songs,Natural-History,Mary Oliver,19.66,dataset/Natural-History/0000577.jpg
Birds and People,Natural-History,Mark Cocker,63.08,dataset/Natural-History/0000578.jpg
The Way of the Horse,Natural-History,Linda Kohanov,25.79,dataset/Natural-History/0000579.jpg
The Lost Gardens Of Heligan,Natural-History,Tim Smit,11.96,dataset/Natural-History/0000580.jpg
U.S.S. Enterprise Manual,Natural-History,Ben Robinson,23.4,dataset/Natural-History/0000581.jpg
Rocks and Minerals,Natural-History,Chris Pellant,13.39,dataset/Natural-History/0000582.jpg
How to Raise a Wild Child,Natural-History,Professor Scott D Sampson,13.89,dataset/Natural-History/0000583.jpg
Bees,Natural-History,Rudolf Steiner,19.49,dataset/Natural-History/0000584.jpg
The Kingfisher Illustrated Horse & Pony Encyclopedia,Natural-History,Sandy Ransford,35.28,dataset/Natural-History/0000585.jpg
Catification,Natural-History,Jackson Galaxy,18.11,dataset/Natural-History/0000586.jpg
Little World of Liz Climo 2020 Day-to-Day Calendar,Natural-History,Liz Climo,13.23,dataset/Natural-History/0000587.jpg
Cat Daddy,Natural-History,Jackson Galaxy,14.19,dataset/Natural-History/0000588.jpg
The Cabaret of Plants,Natural-History,Richard Mabey,22.28,dataset/Natural-History/0000589.jpg
"The Pocket Book Of Stones, Revised Edition",Natural-History,Robert Simmons,12.32,dataset/Natural-History/0000590.jpg
The Future Eaters,Natural-History,Tim F. Flannery,16.6,dataset/Natural-History/0000591.jpg
Dog Training For Dummies,Natural-History,Jack Volhard,16.37,dataset/Natural-History/0000592.jpg
Handbook of Nature Study,Natural-History,Anna Botsford Comstock,23.48,dataset/Natural-History/0000593.jpg
Flowerpaedia,Natural-History,Cheralyn Darcey,14.91,dataset/Natural-History/0000594.jpg
Bird Love,Natural-History,Leila Jeffreys,29.28,dataset/Natural-History/0000595.jpg
The Man Who Made Things Out of Trees,Natural-History,Robert Penn,10.17,dataset/Natural-History/0000596.jpg
Animals,Natural-History,Jim Harter,22.04,dataset/Natural-History/0000597.jpg
The Australian Bird Guide,Natural-History,Peter Menkhorst,31.84,dataset/Natural-History/0000598.jpg
Creative Haven Autumn Scenes Coloring Book,Natural-History,Teresa Goodridge,7.34,dataset/Natural-History/0000599.jpg
Animal Healing with Australian Bush Flower Essences,Natural-History,Marie Matthews,12.28,dataset/Natural-History/0000600.jpg
Chosen by a Horse,Natural-History,Susan Richards,8.19,dataset/Natural-History/0000601.jpg
Cacti and Succulents,Natural-History,Graham Charles,19.19,dataset/Natural-History/0000602.jpg
2019 Guide to the Night Sky,Natural-History,Storm Dunlop,7.37,dataset/Natural-History/0000603.jpg
The Seabird's Cry,Natural-History,Adam Nicolson,12.11,dataset/Natural-History/0000604.jpg
Jackie French's Chook Book,Natural-History,Jackie French,17.88,dataset/Natural-History/0000605.jpg
Broca's Brain: Reflections on the Romance of Science,Natural-History,Carl Sagan,8.14,dataset/Natural-History/0000606.jpg
Wild Land,Natural-History,Peter Pickford,72.75,dataset/Natural-History/0000607.jpg
Are We Smart Enough to Know How Smart Animals Are?,Natural-History,Frans de Waal,13.82,dataset/Natural-History/0000608.jpg
The Log from the Sea of Cortez,Natural-History,John Steinbeck,15.4,dataset/Natural-History/0000609.jpg
Complete Horse Care Manual,Natural-History,Colin Vogel,21.0,dataset/Natural-History/0000610.jpg
Origins,Natural-History,Lewis Dartnell,22.78,dataset/Natural-History/0000611.jpg
Blue Mind,Natural-History,Wallace J Nichols,16.08,dataset/Natural-History/0000612.jpg
Making the Rounds with Oscar,Natural-History,David Dosa,9.22,dataset/Natural-History/0000613.jpg
The Tracker,Natural-History,Tom Brown,7.06,dataset/Natural-History/0000614.jpg
The Backyard Astronomer's Guide,Natural-History,Terence Dickinson,44.44,dataset/Natural-History/0000615.jpg
Apollo 11 50th Anniversary Edition,Natural-History,C. Riley,24.19,dataset/Natural-History/0000616.jpg
Birds of Paradise,Natural-History,Tim Laman,28.29,dataset/Natural-History/0000617.jpg
British Birds,Natural-History,Paul Sterry,13.09,dataset/Natural-History/0000618.jpg
Horse Anatomy for Performance,Natural-History,Gillian Higgins,20.61,dataset/Natural-History/0000619.jpg
Gemstones,Natural-History,Cally Hall,18.82,dataset/Natural-History/0000620.jpg
The Hidden Life of Trees (Illustrated Edition),Natural-History,Peter Wohlleben,42.52,dataset/Natural-History/0000621.jpg
The Puppy Listener,Natural-History,Jan Fennell,10.23,dataset/Natural-History/0000622.jpg
Yoga Dogs: Get in Touch with Your Inner Pup,Natural-History,Daniel Borris,5.93,dataset/Natural-History/0000623.jpg
In the Shadow of Man,Natural-History,Jane Goodall,9.15,dataset/Natural-History/0000624.jpg
Mindfulness and Surfing,Natural-History,Sam Bleakley,9.8,dataset/Natural-History/0000625.jpg
The Life-Size Guide to Insects: and other land invertebrates of New Zealand,Natural-History,Andrew Crowe,12.79,dataset/Natural-History/0000626.jpg
The Secret Life of the Owl,Natural-History,John Lewis-Stempel,9.2,dataset/Natural-History/0000627.jpg
Position Doubtful,Natural-History,Kim Mahood,17.55,dataset/Natural-History/0000628.jpg
Worlds in Collision,Natural-History,Immanuel Velikovsky,16.85,dataset/Natural-History/0000629.jpg
The Almanac,Natural-History,Lia Leendertz,9.36,dataset/Natural-History/0000630.jpg
The Almanac,Natural-History,Lia Leendertz,9.36,dataset/Natural-History/0000631.jpg
Down to Earth Dressage,Natural-History,Carl Hester,12.34,dataset/Natural-History/0000632.jpg
Dart,Natural-History,Alice Oswald,10.99,dataset/Natural-History/0000633.jpg
How to Make a Forest Garden,Natural-History,Patrick Whitefield,16.59,dataset/Natural-History/0000634.jpg
Click to Calm,Natural-History,Emma Parsons,17.91,dataset/Natural-History/0000635.jpg
Fifty Animals That Changed the Course of History,Natural-History,Eric Chaline,16.59,dataset/Natural-History/0000636.jpg
The Shark That Walks on Land,Natural-History,Michael Bright,17.16,dataset/Natural-History/0000637.jpg
Other Minds,Natural-History,Professor of Philosophy Peter Godfrey-Smith,12.92,dataset/Natural-History/0000638.jpg
Birdscaping Australian Gardens,Natural-History,George Adams,47.14,dataset/Natural-History/0000639.jpg
Being a Beast,Natural-History,Charles Foster,8.88,dataset/Natural-History/0000640.jpg
The Dog Who Dared to Dream,Natural-History,Sun-Mi Hwang,7.23,dataset/Natural-History/0000641.jpg
Kinship with All Life,Natural-History,J. Allen Boone,12.17,dataset/Natural-History/0000642.jpg
Canine Nutrigenomics - The New Science of Feeding Your Dog for Optimum Health,Natural-History,W Jeans Dodds,27.33,dataset/Natural-History/0000643.jpg
Animals Of A Bygone Era,Natural-History,Maja SÄFstrÖM,12.72,dataset/Natural-History/0000644.jpg
The Snow Leopard,Natural-History,Peter Matthiessen,14.82,dataset/Natural-History/0000645.jpg
Astronomy 101,Natural-History,Carolyn Collins Petersen,11.73,dataset/Natural-History/0000646.jpg
Practical Horse Whispering,Natural-History,Perry Wood,5.91,dataset/Natural-History/0000647.jpg
Barbara Sykes' Training Border Collies,Natural-History,Barbara Sykes,19.05,dataset/Natural-History/0000648.jpg
Death at Seaworld,Natural-History,David Kirby,13.89,dataset/Natural-History/0000649.jpg
Dogs,Natural-History,Ray Coppinger,18.0,dataset/Natural-History/0000650.jpg
100 Facts - Penguins,Natural-History,Miles Kelly,6.84,dataset/Natural-History/0000651.jpg
Match a Track,Natural-History,Marcel George,13.48,dataset/Natural-History/0000652.jpg
Maddie on Things,Natural-History,Theron Humphrey,12.56,dataset/Natural-History/0000653.jpg
Pop Sculpture,Natural-History,Tim Bruckner,23.14,dataset/Natural-History/0000654.jpg
Iris Grace,Natural-History,Arabella Carter-Johnson,9.02,dataset/Natural-History/0000655.jpg
Beetle Queen,Natural-History,M. G. Leonard,7.52,dataset/Natural-History/0000656.jpg
Horse Speak: An Equine-Human Translation Guide,Natural-History,Sharon Wilsie,21.95,dataset/Natural-History/0000657.jpg
Crap Taxidermy,Natural-History,Kat Su,12.74,dataset/Natural-History/0000658.jpg
Orchids,Natural-History,Royal Horticultural Society,11.15,dataset/Natural-History/0000659.jpg
Birds of the Photo Ark,Natural-History,Joel Sartore,21.59,dataset/Natural-History/0000660.jpg
A Gift from Bob,Natural-History,James Bowen,13.67,dataset/Natural-History/0000661.jpg
It Shouldn't Happen to a Vet,Natural-History,James Herriot,8.72,dataset/Natural-History/0000662.jpg
Cats are Weird,Natural-History,Jeffrey Brown,9.67,dataset/Natural-History/0000663.jpg
The Ascent Of Man,Natural-History,Jacob Bronowski,13.56,dataset/Natural-History/0000664.jpg
Wildlife Photographer of the Year: Portfolio 27,Natural-History,Rosamund Kidman Cox,25.65,dataset/Natural-History/0000665.jpg
Dinosaur,Natural-History,Dan Kainen,19.06,dataset/Natural-History/0000666.jpg
100 Facts About Sharks,Natural-History,Claudia O'Doherty,11.59,dataset/Natural-History/0000667.jpg
Pilgrim at Tinker Creek,Natural-History,Annie Dillard,12.74,dataset/Natural-History/0000668.jpg
How to Connect with Nature,Natural-History,Tristan Gooley,9.16,dataset/Natural-History/0000669.jpg
Mind of the Raven,Natural-History,Bernd Heinrich,13.82,dataset/Natural-History/0000670.jpg
The Robin,Natural-History,Stephen Moss,15.42,dataset/Natural-History/0000671.jpg
A Buzz in the Meadow,Natural-History,Dave Goulson,10.71,dataset/Natural-History/0000672.jpg
The Hidden Life of Wolves,Natural-History,Jim Dutcher,19.43,dataset/Natural-History/0000673.jpg
RHS Practical Cactus and Succulent Book,Natural-History,Christopher Young,19.19,dataset/Natural-History/0000674.jpg
Paw Tracks in the Moonlight,Natural-History,Denis O'Connor,7.79,dataset/Natural-History/0000675.jpg
"A Modern Herbal: the Medicinal, Culinary, Cosmetic and Economic Properties, Cultivation and Folk Lore of Herbs, Grasses, Fungi, Shrubs and Trees: Vol 2",Natural-History,Margaret Grieve,20.14,dataset/Natural-History/0000676.jpg
"After Cleo, Came Jonah",Natural-History,Helen Brown,8.43,dataset/Natural-History/0000677.jpg
A Mini Guide to the Identification of New Zealand Native Trees,Natural-History,Andrew Crowe,6.11,dataset/Natural-History/0000678.jpg
The Jeweler's Directory of Gemstones,Natural-History,Judith Crowe,24.2,dataset/Natural-History/0000679.jpg
Peggy and Me,Natural-History,Miranda Hart,8.8,dataset/Natural-History/0000680.jpg
Native Plants of the Sydney Region,Natural-History,Alan Fairley,45.44,dataset/Natural-History/0000681.jpg
Ghosts of the Tsunami,Natural-History,Richard Lloyd Parry,10.98,dataset/Natural-History/0000682.jpg
The Animal Book,Natural-History,DK,23.6,dataset/Natural-History/0000683.jpg
Cat Versus Human,Natural-History,Yasmine Surovec,9.9,dataset/Natural-History/0000684.jpg
Rusted Off,Natural-History,Gabrielle Chan,27.41,dataset/Natural-History/0000685.jpg
Botanicals Stationery Collection,Natural-History,Rifle Paper Co.,9.08,dataset/Natural-History/0000686.jpg
Rocks and Minerals,Natural-History,Chris Pellant,19.07,dataset/Natural-History/0000687.jpg
Spirit of the Wild,Natural-History,Steve Bloom,14.72,dataset/Natural-History/0000688.jpg
Lost Cat,Natural-History,Caroline Paul,18.29,dataset/Natural-History/0000689.jpg
The Eighty Dollar Champion,Natural-History,Elizabeth Letts,8.55,dataset/Natural-History/0000690.jpg
Inside of a Dog,Natural-History,Alexandra Horowitz,15.99,dataset/Natural-History/0000691.jpg
Cesar Millan's Short Guide to a Happy Dog,Natural-History,Cesar Millan,13.18,dataset/Natural-History/0000692.jpg
Birds of Sri Lanka,Natural-History,Deepal Warakagoda,35.83,dataset/Natural-History/0000693.jpg
World of Birds,Natural-History,New Holland Publishers,14.75,dataset/Natural-History/0000694.jpg
A Kestrel for a Knave,Natural-History,Barry Hines,9.14,dataset/Natural-History/0000695.jpg
Bird Sense,Natural-History,Tim Birkhead,10.71,dataset/Natural-History/0000696.jpg
"Birds, Beasts, and Relatives",Natural-History,Gerald Durrell,11.45,dataset/Natural-History/0000697.jpg
Nature Guide To The NZ Forest,Natural-History,Rob Lucas,31.49,dataset/Natural-History/0000698.jpg
Watercolour Tips,Natural-History,Ian King,5.86,dataset/Natural-History/0000699.jpg
Doodling for Cat People,Natural-History,Gemma Correll,10.05,dataset/Natural-History/0000700.jpg
Following Atticus,Natural-History,Thomas F. Ryan,9.42,dataset/Natural-History/0000701.jpg
A Field Guide to the Fungi of Australia,Natural-History,Tony Young,29.06,dataset/Natural-History/0000702.jpg
Budgies,Natural-History,Angela Davids,8.3,dataset/Natural-History/0000703.jpg
The Old Ways,Natural-History,Robert Macfarlane,16.62,dataset/Natural-History/0000704.jpg
When Species Meet,Natural-History,Donna J. Haraway,23.51,dataset/Natural-History/0000705.jpg
"Cavoodles. Ultimate Cavoodle Dog Manual. Cavoodle Care, Costs, Feeding, Grooming, Health and Training All Included.",Natural-History,George Hoppendale,16.52,dataset/Natural-History/0000706.jpg
The Pebbles on the Beach,Natural-History,Clarence Ellis,10.57,dataset/Natural-History/0000707.jpg
Autumn,Natural-History,Karl Ove Knausgaard,19.27,dataset/Natural-History/0000708.jpg
A Little Book of Coincidence in the Solar System,Natural-History,John Martineau,6.83,dataset/Natural-History/0000709.jpg
T-Rex Trying,Natural-History,Hugh Murphy,11.6,dataset/Natural-History/0000710.jpg
The Bach Flower Remedies Step by Step,Natural-History,Judy Howard,8.28,dataset/Natural-History/0000711.jpg
Birds of East Africa,Natural-History,Terry Stevenson,45.05,dataset/Natural-History/0000712.jpg
von Martius. The Book of Palms,Natural-History,H. Walter Lack,19.37,dataset/Natural-History/0000713.jpg
Moss,Natural-History,Ulrica Nordstroem,17.09,dataset/Natural-History/0000714.jpg
Crystals for Beginners,Natural-History,Karen Frazier,14.11,dataset/Natural-History/0000715.jpg
The Feather Thief,Natural-History,Kirk Wallace Johnson,10.99,dataset/Natural-History/0000716.jpg
Walking,Natural-History,Henry David Thoreau,7.61,dataset/Natural-History/0000717.jpg
Collins Fungi Guide,Natural-History,Stefan T. Buczacki,27.22,dataset/Natural-History/0000718.jpg
Animals Real and Imagined,Natural-History,Terryl Whitlatch,26.88,dataset/Natural-History/0000719.jpg
My Animals and Other Family,Natural-History,Clare Balding,10.47,dataset/Natural-History/0000720.jpg
The Forager Handbook,Natural-History,Miles Irving,34.96,dataset/Natural-History/0000721.jpg
Being a Dog,Natural-History,Alexandra Horowitz,14.37,dataset/Natural-History/0000722.jpg
A Branch from the Lightning Tree,Natural-History,Martin Shaw,18.23,dataset/Natural-History/0000723.jpg
Dog Sense,Natural-History,John Bradshaw,13.73,dataset/Natural-History/0000724.jpg
Gifts of the Crow,Natural-History,John Marzluff,11.83,dataset/Natural-History/0000725.jpg
The Complete Book of Cacti and Succulents,Natural-History,Terry Hewitt,17.22,dataset/Natural-History/0000726.jpg
Velveteen Rabbit Board Book,Natural-History,Margery Williams,6.68,dataset/Natural-History/0000727.jpg
I Am Maru,Natural-History,Mugumogu,11.65,dataset/Natural-History/0000728.jpg
How To Make A Plant Love You,Natural-History,Summer Rayne Oakes,15.13,dataset/Natural-History/0000729.jpg
How Your Horse Moves,Natural-History,Gillian Higgins,17.44,dataset/Natural-History/0000730.jpg
Life on Air,Natural-History,Sir David Attenborough,29.46,dataset/Natural-History/0000731.jpg
The Presence of the Past,Natural-History,Rupert Sheldrake,12.78,dataset/Natural-History/0000732.jpg
The Trainable Cat,Natural-History,John Bradshaw,10.59,dataset/Natural-History/0000733.jpg
Tails are Not for Pulling,Natural-History,Elizabeth Verdick,12.05,dataset/Natural-History/0000734.jpg
The Extraordinary Life of Pikelet,Natural-History,Calley Gibson,17.92,dataset/Natural-History/0000735.jpg
Rocks & Minerals Playing Cards,Natural-History,Dan R. Lynch,5.87,dataset/Natural-History/0000736.jpg
The Aliens Are Coming!,Natural-History,Ben Miller,6.6,dataset/Natural-History/0000737.jpg
Ireland's Trees,Natural-History,Niall Mac Coitir,12.67,dataset/Natural-History/0000738.jpg
RHS Genealogy for Gardeners,Natural-History,Simon Maughan,15.31,dataset/Natural-History/0000739.jpg
The New Encyclopedia of Snakes,Natural-History,Chris Mattison,36.06,dataset/Natural-History/0000740.jpg
Your Guide to Forest Bathing,Natural-History,M. Amos Clifford,12.01,dataset/Natural-History/0000741.jpg
Science of Creature Design,Natural-History,Terryl Whitlatch,31.75,dataset/Natural-History/0000742.jpg
Woman in the Wilderness,Natural-History,Miriam Lancewood,13.9,dataset/Natural-History/0000743.jpg
Things That Are,Natural-History,Amy Leach,9.37,dataset/Natural-History/0000744.jpg
Hunt For The Skinwalker,Natural-History,Colm Kelleher,13.88,dataset/Natural-History/0000745.jpg
Off the Leash 2020 Square Wall Calendar,Natural-History,Inc Browntrout Publishers,11.37,dataset/Natural-History/0000746.jpg
Dirt,Natural-History,David R. Montgomery,24.26,dataset/Natural-History/0000747.jpg
Pugs in Costumes,Natural-History,,9.7,dataset/Natural-History/0000748.jpg
Cat Yoga Postcards,Natural-History,Rick Tillotson,7.41,dataset/Natural-History/0000749.jpg
Natural History,Natural-History,Pliny The Elder,14.11,dataset/Natural-History/0000750.jpg
Paint by Sticker: Birds,Natural-History,Workman Publishing,12.29,dataset/Natural-History/0000751.jpg
How to Speak Chicken,Natural-History,Melissa Caughey,12.0,dataset/Natural-History/0000752.jpg
Ecology without Nature,Natural-History,Timothy Morton,28.48,dataset/Natural-History/0000753.jpg
Fight!,Natural-History,Jean Donaldson,10.83,dataset/Natural-History/0000754.jpg
How Dogs Learn,Natural-History,Mary R Burch,16.31,dataset/Natural-History/0000755.jpg
Dinosaurs A Children's Encyclopedia,Natural-History,DK,38.58,dataset/Natural-History/0000756.jpg
A Year in the Wild,Natural-History,Ruth Symons,12.28,dataset/Natural-History/0000757.jpg
Destination Mars,Natural-History,Andrew May,4.75,dataset/Natural-History/0000758.jpg
How to be a Good Creature: A Memoir in Thirteen Animals,Natural-History,Sy Montgomery,14.1,dataset/Natural-History/0000759.jpg
Complete Book of Dinosaurs,Natural-History,Dougal Dixon,19.08,dataset/Natural-History/0000760.jpg
A Weaver's Garden,Natural-History,Rita Buchanan,12.83,dataset/Natural-History/0000761.jpg
Venom,Natural-History,Brendan James Murray,18.9,dataset/Natural-History/0000762.jpg
Why We Run,Natural-History,Bernd Heinrich,11.95,dataset/Natural-History/0000763.jpg
Big Bang,Natural-History,Dr. Simon Singh,12.34,dataset/Natural-History/0000764.jpg
The Language of Plants,Natural-History,Julia Graves,31.56,dataset/Natural-History/0000765.jpg
Handbooks: Shells,Natural-History,S Peter Dance,20.1,dataset/Natural-History/0000766.jpg
A Primate's Memoir,Natural-History,Robert M. Sapolsky,10.78,dataset/Natural-History/0000767.jpg
Flora,Natural-History,DK,66.78,dataset/Natural-History/0000768.jpg
A More Perfect Heaven,Natural-History,Dava Sobel,8.99,dataset/Natural-History/0000769.jpg
Paddock Paradise,Natural-History,Jaime Jackson,22.36,dataset/Natural-History/0000770.jpg
The Moon,Natural-History,Oliver Morton,16.67,dataset/Natural-History/0000771.jpg
The Boy Who Talked to Dogs,Natural-History,Martin McKenna,20.67,dataset/Natural-History/0000772.jpg
Born to Ice,Natural-History,Leonardo DiCaprio,85.25,dataset/Natural-History/0000773.jpg
The Essential Writings of Dr Edward Bach,Natural-History,Edward Bach,7.25,dataset/Natural-History/0000774.jpg
Healing Mushrooms,Natural-History,Tero Isokauppila,10.16,dataset/Natural-History/0000775.jpg
Introducing Time,Natural-History,Craig Callender,9.18,dataset/Natural-History/0000776.jpg
Ireland's Wild Plants,Natural-History,Niall Mac Coitir,13.84,dataset/Natural-History/0000777.jpg
Cesar's Rules,Natural-History,Cesar Millan,14.01,dataset/Natural-History/0000778.jpg
Beekeeping For Dummies,Natural-History,David Wiscombe,15.96,dataset/Natural-History/0000779.jpg
Bird Minds,Natural-History,Gisela Kaplan,37.27,dataset/Natural-History/0000780.jpg
A Field Guide to the Birds of New Zealand,Natural-History,Julian Fitter,15.81,dataset/Natural-History/0000781.jpg
Nature Cure,Natural-History,Richard Mabey,10.51,dataset/Natural-History/0000782.jpg
QI The Pocket Book of Animals,Natural-History,John Mitchinson,3.56,dataset/Natural-History/0000783.jpg
Drawn From Paradise,Natural-History,Sir David Attenborough,33.33,dataset/Natural-History/0000784.jpg
The Dog's Mind,Natural-History,Bruce Fogle,13.34,dataset/Natural-History/0000785.jpg
Paint by Sticker: Cats,Natural-History,Workman Publishing,9.96,dataset/Natural-History/0000786.jpg
Riding Rockets,Natural-History,Mike Mullane,12.63,dataset/Natural-History/0000787.jpg
Bird Therapy,Natural-History,Joe Harkness,15.58,dataset/Natural-History/0000788.jpg
Chicken & Eggs,Natural-History,Mark Diacono,17.39,dataset/Natural-History/0000789.jpg
Fundamentals of Astrodynamics,Natural-History,R. R. Bate,14.54,dataset/Natural-History/0000790.jpg
A Year of Forest School,Natural-History,Jane Worroll,13.59,dataset/Natural-History/0000791.jpg
The Practice of the Wild,Natural-History,Gary Snyder,14.28,dataset/Natural-History/0000792.jpg
Menswear Dog Presents: The New Classics,Natural-History,David Fung,13.44,dataset/Natural-History/0000793.jpg
Animal Talk,Natural-History,Penelope Smith,11.16,dataset/Natural-History/0000794.jpg
The Last American Man,Natural-History,Elizabeth Gilbert,9.95,dataset/Natural-History/0000795.jpg
The Complete Guide to Australian Birds,Natural-History,George Adams,42.2,dataset/Natural-History/0000796.jpg
100 Facts - Elephants,Natural-History,Miles Kelly,9.46,dataset/Natural-History/0000797.jpg
Lessons from Tara,Natural-History,David Rosenfelt,4.89,dataset/Natural-History/0000798.jpg
The Shepherd's Life,Natural-History,James Rebanks,19.01,dataset/Natural-History/0000799.jpg
Whittled Away,Natural-History,Padraic Fogarty,20.17,dataset/Natural-History/0000800.jpg
Wicked Plants,Natural-History,Amy Stewart,16.49,dataset/Natural-History/0000801.jpg
Animal Reiki,Natural-History,Elizabeth Fulton,14.92,dataset/Natural-History/0000802.jpg
If,Natural-History,David J. Smith,9.18,dataset/Natural-History/0000803.jpg
The Illustrated World Encyclopaedia of Insects,Natural-History,Martin Walters,26.22,dataset/Natural-History/0000804.jpg
The Life of Mammals,Natural-History,Sir David Attenborough,29.31,dataset/Natural-History/0000805.jpg
Ring of Bright Water,Natural-History,Gavin Maxwell,16.68,dataset/Natural-History/0000806.jpg
The Nature Of Animal Healing,Natural-History,Martin Goldstein,15.71,dataset/Natural-History/0000807.jpg
The Southern Night Sky,Natural-History,James Kavanagh,6.4,dataset/Natural-History/0000808.jpg
Wisdom Sits in Places,Natural-History,Keith H. Basso,22.73,dataset/Natural-History/0000809.jpg
Boo,Natural-History,J. H. Lee,13.18,dataset/Natural-History/0000810.jpg
Give Your Dog a Bone,Natural-History,Ian Billinghurst,25.92,dataset/Natural-History/0000811.jpg
Cat Selfies,Natural-History,Charlie Ellis,7.68,dataset/Natural-History/0000812.jpg
Birds of the Indian Ocean islands,Natural-History,Ian Sinclair,16.73,dataset/Natural-History/0000813.jpg
The Wood,Natural-History,John Lewis-Stempel,16.95,dataset/Natural-History/0000814.jpg
The Little Ice Age,Natural-History,Brian Fagan,15.1,dataset/Natural-History/0000815.jpg
Kipper: The Blue Balloon,Natural-History,Mick Inkpen,7.39,dataset/Natural-History/0000816.jpg
The Wildlife Photography Workshop,Natural-History,Ross Hoddinott,14.57,dataset/Natural-History/0000817.jpg
The Wild Wisdom of Weeds,Natural-History,Katrina Blair,17.0,dataset/Natural-History/0000818.jpg
Six Degrees,Natural-History,Mark Lynas,10.46,dataset/Natural-History/0000819.jpg
Dog Whisperer: the Essential Guide to Understanding and Training,Natural-History,John Richardson,15.8,dataset/Natural-History/0000820.jpg
Birds of India,Natural-History,Richard Grimmett,33.05,dataset/Natural-History/0000821.jpg
On Cats,Natural-History,Doris Lessing,7.02,dataset/Natural-History/0000822.jpg
Britain's Birds,Natural-History,Rob Hume,25.09,dataset/Natural-History/0000823.jpg
Crazy Plant Lady,Natural-History,Isabel Serna,9.8,dataset/Natural-History/0000824.jpg
A Dog's Journey,Natural-History,W. Bruce Cameron,8.29,dataset/Natural-History/0000825.jpg
The Earth Care Manual,Natural-History,Patrick Whitefield,43.43,dataset/Natural-History/0000826.jpg
We Bought a Zoo (Film Tie-in),Natural-History,Benjamin Mee,9.6,dataset/Natural-History/0000827.jpg
"Walden, or, Life in the Woods",Natural-History,Henry David Thoreau,21.13,dataset/Natural-History/0000828.jpg
The NASA Archives. 60 Years in Space,Natural-History,Piers Bizony,102.14,dataset/Natural-History/0000829.jpg
Backyard Farming: Keeping Honey Bees,Natural-History,Kim Pezza,6.46,dataset/Natural-History/0000830.jpg
The Sixth Extinction,Natural-History,Elizabeth Kolbert,24.37,dataset/Natural-History/0000831.jpg
Wild Encounters,Natural-History,David Yarrow,66.8,dataset/Natural-History/0000832.jpg
Dog Medicine,Natural-History,Julie Barton,12.83,dataset/Natural-History/0000833.jpg
The Aye-Aye and I,Natural-History,Gerald Durrell,9.09,dataset/Natural-History/0000834.jpg
British Trees,Natural-History,Paul Sterry,17.98,dataset/Natural-History/0000835.jpg
Birds of Peru,Natural-History,Thomas S. Schulenberg,34.99,dataset/Natural-History/0000836.jpg
The Making of Poetry,Natural-History,Adam Nicolson,26.12,dataset/Natural-History/0000837.jpg
Islands Beyond the Horizon,Natural-History,Roger Lovegrove,15.69,dataset/Natural-History/0000838.jpg
The Man Who Made Things Out of Trees,Natural-History,Robert Penn,26.79,dataset/Natural-History/0000839.jpg
Nature's Day,Natural-History,Kay Maguire,15.4,dataset/Natural-History/0000840.jpg
Beyond Words,Natural-History,Carl Safina,29.1,dataset/Natural-History/0000841.jpg
The Field Guide to the Birds of New Zealand,Natural-History,Heather Barrie,39.49,dataset/Natural-History/0000842.jpg
Dognitive Therapy,Natural-History,Laura Vissaritis,19.07,dataset/Natural-History/0000843.jpg
Wildlife of East Africa,Natural-History,Martin Withers,18.43,dataset/Natural-History/0000844.jpg
The Complete Chi's Sweet Home Vol. 3,Natural-History,Kanata Konami,22.6,dataset/Natural-History/0000845.jpg
Teaching a Stone to Talk,Natural-History,Annie Dillard,13.16,dataset/Natural-History/0000846.jpg
The Expression of the Emotions in Man and Animals,Natural-History,Charles Darwin,15.63,dataset/Natural-History/0000847.jpg
The Complete Chi's Sweet Home Vol. 2,Natural-History,Kanata Konami,22.09,dataset/Natural-History/0000848.jpg
Creative Haven Whimsical Gardens Coloring Book,Natural-History,Alexandra Cowell,7.47,dataset/Natural-History/0000849.jpg
The Beak of the Finch,Natural-History,Jonathan Weiner,11.29,dataset/Natural-History/0000850.jpg
A Man on the Moon,Natural-History,Andrew Chaikin,14.33,dataset/Natural-History/0000851.jpg
Food for Free,Natural-History,Richard Mabey,13.7,dataset/Natural-History/0000852.jpg
The Rise and Fall of the Dinosaurs,Natural-History,Steve Brusatte,23.53,dataset/Natural-History/0000853.jpg
Biophilia,Natural-History,Edward O. Wilson,25.82,dataset/Natural-History/0000854.jpg
Cat Vs. Cat,Natural-History,Pam Johnson-Bennett,11.29,dataset/Natural-History/0000855.jpg
The Outermost House,Natural-History,Henry Beston,14.95,dataset/Natural-History/0000856.jpg
What a Plant Knows,Natural-History,Daniel Chamovitz,9.67,dataset/Natural-History/0000857.jpg
