name,category,author,price,img_paths
The Lego Mindstorms Nxt 2.0 Discovery Book,Computing,Laurens Valk,24.49,dataset/Computing/0000443.jpg
The Elder Scrolls V - The Skyrim Library,Computing,Bethesda Softworks,26.7,dataset/Computing/0000444.jpg
Software Architecture in Practice,Computing,Len Bass,50.12,dataset/Computing/0000445.jpg
"Learn Windows PowerShell in a Month of Lunches, Third Edition",Computing,Donald W. Jones,30.69,dataset/Computing/0000446.jpg
Sorry Bro!,Computing,Ben Phillips Media Limited,17.75,dataset/Computing/0000447.jpg
The Fortnite Guide to Staying Alive,Computing,Damien Kuhn,6.43,dataset/Computing/0000448.jpg
The Essential Pokemon Book of Joy,Computing,The Pokemon Company International Inc,12.43,dataset/Computing/0000449.jpg
Terraria: Crafting and Construction Handbook,Computing,,9.28,dataset/Computing/0000450.jpg
Head First HTML and CSS,Computing,Elisabeth Robson,28.73,dataset/Computing/0000451.jpg
Adobe Illustrator CS5 Classroom in a Book,Computing,Adobe Creative Team,30.3,dataset/Computing/0000452.jpg
Programming Collective Intelligence,Computing,Toby Segaran,27.45,dataset/Computing/0000453.jpg
Life is Strange,Computing,Matt Forbeck,25.05,dataset/Computing/0000454.jpg
In The Plex,Computing,Steven Levy,19.5,dataset/Computing/0000455.jpg
The Linux Programming Interface,Computing,Michael Kerrisk,74.46,dataset/Computing/0000456.jpg
Learn To Program With Scratch,Computing,Majed Marji,21.29,dataset/Computing/0000457.jpg
Ultimate Guide to Google AdWords,Computing,Perry Marshall,17.36,dataset/Computing/0000458.jpg
C Programming Absolute Beginner's Guide,Computing,Greg Perry,20.4,dataset/Computing/0000459.jpg
Python For Dummies,Computing,Stef Maruch,20.2,dataset/Computing/0000460.jpg
The Data Warehouse Toolkit,Computing,Ralph Kimball,49.56,dataset/Computing/0000461.jpg
Passing the PRINCE2 Examinations 2009,Computing,Office of Government Commerce,24.74,dataset/Computing/0000462.jpg
Programming Pearls,Computing,Jon Bentley,28.03,dataset/Computing/0000463.jpg
Exploring Arduino,Computing,Jeremy Blum,22.0,dataset/Computing/0000464.jpg
Python Machine Learning -,Computing,Sebastian Raschka,37.3,dataset/Computing/0000465.jpg
Excel 2013 Bible,Computing,John Walkenbach,36.24,dataset/Computing/0000466.jpg
The Ultimate Roblox Book: An Unofficial Guide,Computing,David Jagneaux,10.16,dataset/Computing/0000467.jpg
The Art of Invisibility,Computing,Kevin D. Mitnick,21.59,dataset/Computing/0000468.jpg
Smart Girls GD Digital World,Computing,Carrie Anton,12.23,dataset/Computing/0000469.jpg
The Basics of Hacking and Penetration Testing,Computing,Patrick Engebretson,23.2,dataset/Computing/0000470.jpg
Learn To Program With Minecraft,Computing,Craig Richardson,24.24,dataset/Computing/0000471.jpg
SPSS Survival Manual,Computing,Julie Pallant,47.61,dataset/Computing/0000472.jpg
The Agile Samurai,Computing,Jonathan Rasmusson,22.74,dataset/Computing/0000473.jpg
The Business Blockchain,Computing,William Mougayar,19.06,dataset/Computing/0000474.jpg
Articulating Design Decisions,Computing,Tom Greever,26.89,dataset/Computing/0000475.jpg
The Lego Architecture Ideas Book,Computing,Alice Finch,21.36,dataset/Computing/0000476.jpg
"Computer Networking: A Top-Down Approach, Global Edition",Computing,James Kurose,69.89,dataset/Computing/0000477.jpg
Irresistible,Computing,Adam Alter,10.43,dataset/Computing/0000478.jpg
Excel 2013 Power Programming with VBA,Computing,John Walkenbach,32.2,dataset/Computing/0000479.jpg
KSI: I Am a Bellend,Computing,Ksi,16.37,dataset/Computing/0000480.jpg
Cryptography: A Very Short Introduction,Computing,Fred C. Piper,7.13,dataset/Computing/0000481.jpg
Quantum Computation and Quantum Information,Computing,Michael A. Nielsen,58.08,dataset/Computing/0000482.jpg
The Truthful Art,Computing,Alberto Cairo,31.97,dataset/Computing/0000483.jpg
The Facebook Effect,Computing,David Kirkpatrick,11.08,dataset/Computing/0000484.jpg
Excel 2007 For Dummies,Computing,Greg Harvey,14.99,dataset/Computing/0000485.jpg
Applied Predictive Modeling,Computing,Max Kuhn,74.15,dataset/Computing/0000486.jpg
Art of Assassin's Creed IV,Computing,Andy McVittie,28.63,dataset/Computing/0000487.jpg
Product Leadership,Computing,Richard Banfield,21.77,dataset/Computing/0000488.jpg
Concrete Mathematics,Computing,Ronald L. Graham,69.35,dataset/Computing/0000489.jpg
"Windows Internals, Part 1",Computing,Pavel Yosifovich,34.96,dataset/Computing/0000490.jpg
Deluxe,Computing,Dana Thomas,12.6,dataset/Computing/0000491.jpg
Python Machine Learning,Computing,Sebastian Raschka,41.37,dataset/Computing/0000492.jpg
Blockchain,Computing,Melanie Swan,23.61,dataset/Computing/0000493.jpg
Mastering Ethereum,Computing,Andreas Antonopoulos,36.4,dataset/Computing/0000494.jpg
"(ISC)2 CISSP Certified Information Systems Security Professional Official Study Guide, 8e & CISSP Official (ISC)2 Practice Tests, 2e",Computing,Mike Chapple,66.46,dataset/Computing/0000495.jpg
2062: The World that AI Made,Computing,Toby Walsh,20.61,dataset/Computing/0000496.jpg
"Programming in Scala, 3rd Edition",Computing,Martin Odersky,44.78,dataset/Computing/0000497.jpg
Kubernetes - Up and Running,Computing,Kelsey Hightower,23.83,dataset/Computing/0000498.jpg
Deep Thinking,Computing,Garry Kasparov,8.4,dataset/Computing/0000499.jpg
Violent Python,Computing,TJ O'Connor,37.47,dataset/Computing/0000500.jpg
Head First Python 2e,Computing,Paul Barry,30.94,dataset/Computing/0000501.jpg
The Sure Thing,Computing,Nick Townsend,10.46,dataset/Computing/0000502.jpg
Ultimate Minecraft Secrets,Computing,Zack Zombie Books,9.63,dataset/Computing/0000503.jpg
Technopoly,Computing,Neil Postman,13.71,dataset/Computing/0000504.jpg
Driving Digital Strategy,Computing,Sunil Gupta,21.05,dataset/Computing/0000505.jpg
Data Visualization,Computing,Kieran Healy,30.34,dataset/Computing/0000506.jpg
Adobe Photoshop CS6 for Photographers,Computing,Martin Evening,40.45,dataset/Computing/0000507.jpg
Adobe Photoshop CS6 for Photographers,Computing,Martin Evening,40.45,dataset/Computing/0000508.jpg
C# 7.0 in a Nutshell,Computing,Joseph Albahari,40.86,dataset/Computing/0000509.jpg
Practical Object-Oriented Design in Ruby,Computing,Sandi Metz,36.29,dataset/Computing/0000510.jpg
The Art of SEO 3e,Computing,Eric Enge,42.22,dataset/Computing/0000511.jpg
Instant Systems,Computing,Bradley J. Sugars,15.85,dataset/Computing/0000512.jpg
Excel 2010 Power Programming with VBA,Computing,John Walkenbach,28.24,dataset/Computing/0000513.jpg
Losing the Head of Philip K. Dick,Computing,David Dufty,12.45,dataset/Computing/0000514.jpg
Information Graphics,Computing,Sandra Rendgen,66.88,dataset/Computing/0000515.jpg
The Art of Assassin's Creed III,Computing,Andy McVittie,19.74,dataset/Computing/0000516.jpg
This Is Service Design Methods,Computing,Marc Stickdorn,25.7,dataset/Computing/0000517.jpg
DAMA-DMBOK,Computing,Dama International,52.81,dataset/Computing/0000518.jpg
"Happy Mum, Happy Baby",Computing,Giovanna Fletcher,7.02,dataset/Computing/0000519.jpg
"Getting Real: The Smarter, Faster, Easier Way to Build a Successful Web Application",Computing,37signals,21.76,dataset/Computing/0000520.jpg
The Age of Earthquakes,Computing,Douglas Coupland,13.12,dataset/Computing/0000521.jpg
"Awakening , The Art of Halo 4",Computing,Paul Davies,26.47,dataset/Computing/0000522.jpg
"The Digital Photography Book, Part 5",Computing,Scott Kelby,20.28,dataset/Computing/0000523.jpg
Excel 2019 For Dummies,Computing,Greg Harvey,20.09,dataset/Computing/0000524.jpg
HBR Guide to Data Analytics Basics for Managers (HBR Guide Series),Computing,Harvard Business Review,14.2,dataset/Computing/0000525.jpg
The Sketchnote Workbook,Computing,Mike Rohde,28.55,dataset/Computing/0000526.jpg
"An Introduction to Information Theory, Symbols, Signals and Noise",Computing,John R. Pierce,14.73,dataset/Computing/0000527.jpg
"Making Things Move DIY Mechanisms for Inventors, Hobbyists, and Artists",Computing,Dustyn Roberts,24.26,dataset/Computing/0000528.jpg
Adobe Illustrator CC Classroom in a Book,Computing,Brian Wood,39.06,dataset/Computing/0000529.jpg
The Rust Programming Language,Computing,Steve Klabnik,26.29,dataset/Computing/0000530.jpg
How to Create a Mind,Computing,Ray Kurzweil,13.82,dataset/Computing/0000531.jpg
Photography,Computing,Tom Ang,47.55,dataset/Computing/0000532.jpg
The Official Scratch Jr. Book,Computing,Marina Umaschi Bers,15.68,dataset/Computing/0000533.jpg
The Human Web,Computing,J.R. McNeil,23.68,dataset/Computing/0000534.jpg
iWoz,Computing,Steve Wozniak,15.14,dataset/Computing/0000535.jpg
Beginning C++ Through Game Programming,Computing,Michael Dawson,35.16,dataset/Computing/0000536.jpg
The Passionate Programmer,Computing,Chad Fowler,17.91,dataset/Computing/0000537.jpg
Engineering Mathematics,Computing,K. A. Stroud,92.91,dataset/Computing/0000538.jpg
The Art of Point-and-Click Adventure Games,Computing,Bitmap Books,40.01,dataset/Computing/0000539.jpg
Excel 2019 Bible,Computing,Michael Alexander,41.55,dataset/Computing/0000540.jpg
Advanced Excel Reporting for Management Accountants,Computing,Neale Blackwood,35.56,dataset/Computing/0000541.jpg
Internet Address Password Log Red,Computing,Peter Pauper Press,7.53,dataset/Computing/0000542.jpg
LikeWar,Computing,P W Singer,23.23,dataset/Computing/0000543.jpg
Windows 7 For Seniors For Dummies,Computing,Mark Justice Hinton,17.26,dataset/Computing/0000544.jpg
Underwater Photography Masterclass,Computing,Alex Mustard,19.82,dataset/Computing/0000545.jpg
Ten Things Your Student with Autism Wishes You Knew,Computing,Ellen Notbohm,13.4,dataset/Computing/0000546.jpg
Final Fantasy Ultimania Archive Volume 2,Computing,Square Enix,51.83,dataset/Computing/0000547.jpg
Designing Interactions,Computing,Bill Moggridge,47.18,dataset/Computing/0000548.jpg
Rules of Play,Computing,Katie Salen Tekinbas,61.38,dataset/Computing/0000549.jpg
C++ Pocket Reference,Computing,Kyle Loudon,13.79,dataset/Computing/0000550.jpg
"Patterns, Principles, and Practices of Domain-Driven Design",Computing,Scott Millett,42.47,dataset/Computing/0000551.jpg
Ultimate Guide to Facebook Advertising,Computing,Perry Marshall,19.56,dataset/Computing/0000552.jpg
Bitcoin and Cryptocurrency Technologies,Computing,Arvind Narayanan,34.43,dataset/Computing/0000553.jpg
The Attention Merchants,Computing,Tim Wu,11.09,dataset/Computing/0000554.jpg
How to Sell Your Art Online,Computing,Cory Huff,11.87,dataset/Computing/0000555.jpg
Learning SQL,Computing,Alan Beaulieu,31.31,dataset/Computing/0000556.jpg
Final Fantasy Ultimania Archive Volume 3,Computing,Square Enix,52.44,dataset/Computing/0000557.jpg
Human + Machine,Computing,H. James Wilson,19.99,dataset/Computing/0000558.jpg
How We Became Posthuman,Computing,N. Katherine Hayles,19.34,dataset/Computing/0000559.jpg
Natural Language Processing with Python,Computing,Steven Bird,39.22,dataset/Computing/0000560.jpg
Liars and Outliers,Computing,Bruce Schneier,18.68,dataset/Computing/0000561.jpg
Final Fantasy Ultimania Archive Volume 1,Computing,S. Enox,52.47,dataset/Computing/0000562.jpg
Blue Team Field Manual (BTFM),Computing,Ben Clark,16.99,dataset/Computing/0000563.jpg
The Art Of Mass Effect: Andromeda,Computing,Bioware,29.98,dataset/Computing/0000564.jpg
Lessons Learned in Software Testing,Computing,Cem Kaner,26.46,dataset/Computing/0000565.jpg
The Hacker Playbook 3,Computing,Peter Kim,29.15,dataset/Computing/0000566.jpg
Hacks for Fortniters,Computing,Jason R. Rich,14.0,dataset/Computing/0000567.jpg
The Art of Assassin's Creed Odyssey,Computing,Kate Lewis,27.78,dataset/Computing/0000568.jpg
Foundations of Software Testing ISTQB Certification,Computing,Dorothy Graham,57.86,dataset/Computing/0000569.jpg
New Power,Computing,Jeremy Heimans,8.97,dataset/Computing/0000570.jpg
A Tour of C++,Computing,Bjarne Stroustrup,25.28,dataset/Computing/0000571.jpg
The Little SAS Book,Computing,Lora Delwiche,38.4,dataset/Computing/0000572.jpg
Learning UML 2.0,Computing,Russell Miles,32.7,dataset/Computing/0000573.jpg
Digital Minimalism,Computing,Cal Newport,19.24,dataset/Computing/0000574.jpg
The Genealogist's Internet,Computing,Peter Christian,23.49,dataset/Computing/0000575.jpg
Microsoft Flight Simulator X For Pilots,Computing,Jeff Van West,19.93,dataset/Computing/0000576.jpg
The Business Analyst's Handbook,Computing,Howard Podeswa,32.35,dataset/Computing/0000577.jpg
Mastering Regular Expressions,Computing,Jeffrey E.F. Friedl,33.67,dataset/Computing/0000578.jpg
Cryptography Engineering,Computing,Niels Ferguson,34.41,dataset/Computing/0000579.jpg
Color Correction Handbook,Computing,Alexis van Hurkman,51.5,dataset/Computing/0000580.jpg
The Shellcoder's Handbook,Computing,Chris Anley,29.68,dataset/Computing/0000581.jpg
The Art of Assassin's Creed Origins,Computing,Paul Davies,28.71,dataset/Computing/0000582.jpg
Thinking in Java,Computing,Bruce Eckel,56.6,dataset/Computing/0000583.jpg
Click Here to Kill Everybody,Computing,Bruce Schneier,19.84,dataset/Computing/0000584.jpg
"Agile Principles, Patterns, and Practices in C#",Computing,Robert C. Martin,55.34,dataset/Computing/0000585.jpg
Here Comes Everybody,Computing,Clay Shirky,14.92,dataset/Computing/0000586.jpg
Why I Am Not Going to Buy a Computer,Computing,Wendell Berry,2.81,dataset/Computing/0000587.jpg
Programming Rust,Computing,Jim Blandy,38.14,dataset/Computing/0000588.jpg
The Art Of Splatoon,Computing,Nintendo USA,48.38,dataset/Computing/0000589.jpg
Blue Team Handbook,Computing,Don Murdoch Gse,20.15,dataset/Computing/0000590.jpg
Scratch For Kids For Dummies,Computing,Derek Breen,20.41,dataset/Computing/0000591.jpg
"Learning To See Creatively, Third Edition",Computing,Bryan F. Petersen,20.76,dataset/Computing/0000592.jpg
"Information Architecture, 4e",Computing,Louis Rosenfeld,36.23,dataset/Computing/0000593.jpg
The Elder Scrolls V - The Skyrim Library,Computing,Bethesda Softworks,26.94,dataset/Computing/0000594.jpg
The Best Interface Is No Interface,Computing,Golden Krishna,22.12,dataset/Computing/0000595.jpg
Layout Workbook,Computing,Kristin Cullen,21.11,dataset/Computing/0000596.jpg
Windows 10 For Dummies,Computing,Andy Rathbone,19.03,dataset/Computing/0000597.jpg
Windows 7 For Dummies,Computing,Andy Rathbone,17.27,dataset/Computing/0000598.jpg
Diablo Bestiary,Computing,Blizzard Entertainment,21.91,dataset/Computing/0000599.jpg
ITIL service lifecycle publication suite [print],Computing,Great Britain: Cabinet Office,382.76,dataset/Computing/0000600.jpg
Possible Minds,Computing,John Brockman,22.57,dataset/Computing/0000601.jpg
Hadoop - The Definitive Guide 4e,Computing,Tom White,33.85,dataset/Computing/0000602.jpg
Windows 8 For Dummies,Computing,Andy Rathbone,17.55,dataset/Computing/0000603.jpg
The Art Of Uncharted 4: A Thief's End,Computing,Naughty Dog Studios,36.72,dataset/Computing/0000604.jpg
Adobe InDesign CS5 Classroom in a Book,Computing,Adobe Creative Team,46.24,dataset/Computing/0000605.jpg
The Manga Guide To Statistics,Computing,Shin Takahashi,16.65,dataset/Computing/0000606.jpg
Dragon Age: Magekiller,Computing,Greg Rucka,13.55,dataset/Computing/0000607.jpg
Influencer,Computing,Brittany Hennessy,11.74,dataset/Computing/0000608.jpg
The Definitive Guide to DAX,Computing,Alberto Ferrari,33.66,dataset/Computing/0000609.jpg
The Game Console,Computing,Evan Amos,21.6,dataset/Computing/0000610.jpg
Data Strategy,Computing,Bernard Marr,23.19,dataset/Computing/0000611.jpg
Escaping the Build Trap,Computing,Melissa Perri,23.97,dataset/Computing/0000612.jpg
Building Evolutionary Architectures,Computing,Neal Ford,39.66,dataset/Computing/0000613.jpg
Cambridge IGCSE Computer Science Workbook,Computing,David Watson,10.31,dataset/Computing/0000614.jpg
The Messy Middle,Computing,Scott Belsky,14.05,dataset/Computing/0000615.jpg
Scrum Mastery,Computing,Geoff Watts,33.68,dataset/Computing/0000616.jpg
Hamlet's Blackberry,Computing,William Powers,13.39,dataset/Computing/0000617.jpg
Generative Design,Computing,Hartmut Bohnacker,61.21,dataset/Computing/0000618.jpg
R in Action,Computing,Robert I. Kabacoff,34.01,dataset/Computing/0000619.jpg
Information: A Very Short Introduction,Computing,Luciano Floridi,7.11,dataset/Computing/0000620.jpg
Kingpin,Computing,Kevin Poulsen,12.61,dataset/Computing/0000621.jpg
Halo: The Great Journey,Computing,Martin Robinson,32.84,dataset/Computing/0000622.jpg
Windows 10 in easy steps,Computing,Nick Vandome,14.52,dataset/Computing/0000623.jpg
Creative Selection,Computing,Ken Kocienda,16.11,dataset/Computing/0000624.jpg
The Art Of Lego Mindstorms Ev3 Programming,Computing,Terry Griffin,28.16,dataset/Computing/0000625.jpg
"TCP/IP Illustrated, Volume 1",Computing,Kevin R. Fall,47.19,dataset/Computing/0000626.jpg
Drawing Basics And Video Game Art,Computing,Chris Solarski,18.49,dataset/Computing/0000627.jpg
Data and Goliath,Computing,Bruce Schneier,22.24,dataset/Computing/0000628.jpg
Why Fonts Matter,Computing,Sarah Hyndman,18.91,dataset/Computing/0000629.jpg
Mastering the Olympus OM-D E-M5 Mark II,Computing,Darrell Young,26.1,dataset/Computing/0000630.jpg
Digital Minimalism,Computing,Cal Newport,15.93,dataset/Computing/0000631.jpg
Business Analysis Techniques,Computing,James Cadle,43.97,dataset/Computing/0000632.jpg
Adobe Photoshop CC Classroom in a Book (2018 release),Computing,Andrew Faulkner,38.18,dataset/Computing/0000633.jpg
Exam Ref 70-778 Analyzing and Visualizing Data by Using Microsoft Power BI,Computing,Daniil Maslyuk,29.33,dataset/Computing/0000634.jpg
Python Essential Reference,Computing,David Beazley,32.44,dataset/Computing/0000635.jpg
The Elder Scrolls V - The Skyrim Library,Computing,Bethesda Softworks,28.63,dataset/Computing/0000636.jpg
CCNA Routing and Switching ICND2 200-105 Official Cert Guide,Computing,Wendell Odom,31.85,dataset/Computing/0000637.jpg
Scratch Programming in Easy Steps,Computing,Sean McManus,13.06,dataset/Computing/0000638.jpg
CCNA Security 210-260 Official Cert Guide,Computing,Omar Santos,31.98,dataset/Computing/0000639.jpg
